"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"Sdmt_B",0.625988693544696,0.0237975514936621,0.253890981248316,0.0409182366097661,2.46558066169531,0.581587904694364,0.0389781010609163,0.576860218426205,0.0406,-0.0794,0.3382,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"groEL","Stress","Heat shock",129
"Sdmt_C",0.818779035426569,0.0070892881918575,0.300505572070081,0.0482570834388523,2.72467172500755,0.146906685747814,0.0295653552248034,0.887347215897331,0.0031,-0.1393,0.0216,1,7,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"groEL","Stress","Heat shock",129
"SphoSpen_1",0.663323479928942,0.0166144494297015,0.20359741313071,0.0329736732077814,3.25801526516983,0.503870142856292,0.0172917423473142,0.632314746381778,0.0406,-0.1193,0.2539,1,6,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","groEL","Stress","Heat shock",129
"SphoTest_1",1.04456504120458,-0.0272128604439028,0.337011069066157,0.0551563833583447,3.09949772302441,-0.493376446876583,0.0173344933873255,0.636847337915331,0.0336,-0.1045,0.2434,1,7,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","groEL","Stress","Heat shock",129
"SphoTest_2",0.660276962932716,0.0469617471521962,0.275900299041895,0.0436236676046979,2.3931723351719,1.07651991982304,0.0537930974744587,0.323063939350632,0.1619,0.0222,1.1589,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","groEL","Stress","Heat shock",129
"SphoTest_3",0.745680911569074,0.0272701471521316,0.477174553139253,0.0680686400992256,1.56270049746652,0.400627177395922,0.178884238553736,0.705239951401983,0.0311,-0.1627,0.1605,1,5,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","groEL","Stress","Heat shock",129
"SynoFoet_2",0.443127743740578,0.0703058206711895,0.464063467569107,0.0744460995681026,0.954886076384776,0.944385549801362,0.383487912723573,0.388335550113401,0.1514,-0.0184,0.8919,1,5,"43","SynoFoet","F",529804,"F","F16","Aulopiform","groEL","Stress","Heat shock",129
"SynoFoet_3",0.912167148382627,-0.00420849342069305,0.361431326994677,0.0591530862314801,2.52376338256939,-0.071145796251851,0.0395921444402258,0.94527171261912,7e-04,-0.142,0.0051,1,7,"44","SynoFoet","F",529804,"F","F17","Aulopiform","groEL","Stress","Heat shock",129
"UrobJama_1",0.445479740470408,0.122915238181305,0.291296735225608,0.0439146351544929,1.52929877544074,2.7989584280704,0.186738677578253,0.0380403500396038,0.6104,0.5325,7.8342,1,5,"29","UrobJama","F",529810,"F","F18","Rajiform","groEL","Stress","Heat shock",129
"Wtr_A",0.2120054700831,0.1032290063177,0.278802509470817,0.0431344247667704,0.760414497292361,2.39319306739022,0.471837853909214,0.0479432952755886,0.45,0.3714,5.7274,1,7,"WA","Wtr","A",529804,"W","Wtr",NA,"groEL","Stress","Heat shock",129
"Wtr_B",0.00391995920674421,0.116919712806059,0.373348610998569,0.0547504967001696,0.0104994610700701,2.13550049502467,0.991963196584492,0.0766250096517991,0.4318,0.3371,4.5604,1,6,"WB","Wtr","B",529804,"W","Wtr",NA,"groEL","Stress","Heat shock",129
"Wtr_C",0.651123872437015,0.0260522238785779,0.281369910218221,0.046049961137783,2.31412048264872,0.565738238098155,0.0538588735665114,0.589238214993135,0.0437,-0.0929,0.3201,1,7,"WC","Wtr","C",529804,"W","Wtr",NA,"groEL","Stress","Heat shock",129
"AcanQuad_1",2.23026648088717,0.0307078994108781,0.746077935182578,0.14150174584762,2.98932105577065,0.217014279413533,0.0581621504776203,0.842117994487125,0.0155,-0.3127,0.0471,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","groES","Stress","Heat shock",31
"ArioFeli_2",1.98832136394229,0.0340520646539311,1.27177146760262,0.210505111108881,1.56342661759067,0.161763600297183,0.258389821477828,0.886356883319326,0.0129,-0.4806,0.0262,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","groES","Stress","Heat shock",31
"ChilShoe_1",2.20712182908006,-0.000494635014110594,0.00360393521333752,0.000616775401617082,612.419951643942,-0.801969424872886,2.2031537246286e-13,0.458973160138983,0.114,-0.0632,0.6432,1,5,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","groES","Stress","Heat shock",31
"ChilShoe_2",2.97083017253049,-0.00151214499152441,0.00577032604785959,0.000929972247855814,514.846153907104,-1.62601087829328,3.77261595278755e-06,0.245461359551319,0.5693,0.354,2.6439,1,2,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","groES","Stress","Heat shock",31
"GimnMicr_1",2.9226738834701,-0.160747098664876,1.07495926220045,0.284763665062253,2.71886943649135,-0.564493010826134,0.112836823338082,0.629284495688991,0.1374,-0.2939,0.3187,1,2,"18","GimnMicr","F",529810,"F","F6","Rajiform","groES","Stress","Heat shock",31
"GimnMicr_2",2.49820334948142,-0.000174902568679852,0.00146918157691058,0.000370198960314581,1700.40476190472,-0.472455591261591,3.4585586885851e-07,0.683137874737726,0.1004,-0.3494,0.2232,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","groES","Stress","Heat shock",31
"PrioPunc_1",2.16630041941671,0.11888512747173,1.13965615586228,0.158653256158899,1.90083685177628,0.749339347644151,0.153504886448993,0.50805906895764,0.1577,-0.1231,0.5615,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","groES","Stress","Heat shock",31
"Sdmt_C",2.57988532145319,-0.0628994532397488,0.844553784187751,0.148144533831593,3.05473182378123,-0.424581667733021,0.0925314921278282,0.712454788513326,0.0827,-0.376,0.1803,1,2,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"groES","Stress","Heat shock",31
"SphoTest_1",7.4993316798123,-0.61310460939518,1.25867681702006,0.17088909976503,5.95810741757134,-3.58773385919986,0.0270327307732339,0.069668017631529,0.8655,0.7983,12.8718,1,2,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","groES","Stress","Heat shock",31
"SphoTest_2",2.61005826982413,-0.147058176090319,0.38914623571775,0.0543848397658153,6.70713996503161,-2.70402885663654,0.00676319159130135,0.0735348345267239,0.7091,0.6121,7.3118,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","groES","Stress","Heat shock",31
"SphoTest_3",3.22924844257616,-0.13580825294769,0.753951993224983,0.144652357713912,4.28309557053261,-0.938859587869884,0.0128161309509705,0.400958622686085,0.1806,-0.0243,0.8815,1,4,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","groES","Stress","Heat shock",31
"SynoFoet_2",1.89535265176372,-0.000652554352485932,0.0104696068977664,0.00208009996527645,181.033793366976,-0.313712976962242,5.58501450664624e-09,0.769417954549964,0.024,-0.22,0.0984,1,4,"43","SynoFoet","F",529804,"F","F16","Aulopiform","groES","Stress","Heat shock",31
"SynoFoet_3",5.19346434440981,-0.474581981899127,2.00014542972008,0.376315709107952,2.59654336491754,-1.2611272142322,0.121808460209107,0.334443469946457,0.443,0.1644,1.5904,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","groES","Stress","Heat shock",31
"UrobJama_1",2.2304347102155,-0.000498373231581481,0.00657173440399154,0.000976048000981125,339.398182139067,-0.510603198900582,4.52155761046428e-10,0.636517350079568,0.0612,-0.1735,0.2607,1,4,"29","UrobJama","F",529810,"F","F18","Rajiform","groES","Stress","Heat shock",31
"Wtr_B",1.53081061351156,-0.000464264920685001,0.0065892841557683,0.0012063889376094,232.318196836523,-0.384838509548169,2.0595137451945e-09,0.719943561349121,0.0357,-0.2054,0.1481,1,4,"WB","Wtr","B",529804,"W","Wtr",NA,"groES","Stress","Heat shock",31
"Wtr_C",1.23312658565421,0.178622677109703,0.654429912388657,0.13796593947284,1.88427601231325,1.29468677408504,0.200205121409168,0.324750411131973,0.456,0.1839,1.6762,1,2,"WC","Wtr","C",529804,"W","Wtr",NA,"groES","Stress","Heat shock",31
"AcanQuad_1",0.427596214276389,0.0189540056286704,0.11809802062838,0.0190332194056584,3.62068908522953,0.995838130412954,0.00677582415043175,0.348491996850032,0.1103,-9e-04,0.9917,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","grpE","Stress","Heat shock",504
"ArioFeli_2",0.470523831601424,0.023350212237937,0.259547198622914,0.0418298185797601,1.81286422699954,0.558219304571293,0.107418885970634,0.591969881825101,0.0375,-0.0828,0.3116,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","grpE","Stress","Heat shock",504
"ChaeFabe_1",0.678116357953882,-0.00676804392940497,0.218394741289115,0.0341075283238099,3.1050031422514,-0.198432553222577,0.0172012249837901,0.84834667150071,0.0056,-0.1365,0.0394,1,7,"8","ChaeFabe","F",529804,"F","F3","Perciform","grpE","Stress","Heat shock",504
"ChilShoe_1",0.538585297376852,0.00870186968365006,0.158460510980776,0.0250548066946687,3.39886129385379,0.34731338340366,0.0114602418260639,0.738564124115579,0.0169,-0.1235,0.1206,1,7,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","grpE","Stress","Heat shock",504
"ChilShoe_2",0.339235668969396,0.045807711980343,0.151999894984957,0.0270110901641517,2.23181515357606,1.69588534568433,0.0608077872417846,0.133726249083398,0.2912,0.19,2.876,1,7,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","grpE","Stress","Heat shock",504
"GimnMicr_1",0.589680733156978,-0.00448139576979804,0.178492637765724,0.0287666932842168,3.30366977897962,-0.155784181571429,0.0107996065867011,0.880062332302557,0.003,-0.1216,0.0243,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","grpE","Stress","Heat shock",504
"GimnMicr_2",0.358697202560927,0.0296999422174892,0.207470061997583,0.0334368280610843,1.72891066357857,0.888240420509735,0.122083625584197,0.400328676315284,0.0898,-0.024,0.789,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","grpE","Stress","Heat shock",504
"HaemBona",0.355340197924298,0.0242023704537993,0.138767742158791,0.0223644466595014,2.56068299733294,1.08218060666916,0.033611233293569,0.310709886194773,0.1277,0.0187,1.1711,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","grpE","Stress","Heat shock",504
"OpsaBeta_1",0.311598266198246,0.0307365544677796,0.129846762255101,0.0209267005659009,2.39973843618888,1.46877212539962,0.0431943553746191,0.180085301473471,0.2124,0.1139,2.1573,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","grpE","Stress","Heat shock",504
"OrthChry_2",0.392858844993526,0.0257917181796208,0.118588027383987,0.0191121911448975,3.31280360808645,1.34949038464942,0.0106536250982869,0.214123259439821,0.1854,0.0836,1.8211,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","grpE","Stress","Heat shock",504
"PrioPunc_1",0.520371548045276,-0.01013446616325,0.185300762687906,0.0298639219650664,2.80825367633114,-0.339354830055639,0.0229046109634933,0.743079141433709,0.0142,-0.109,0.1152,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","grpE","Stress","Heat shock",504
"Sdmt_A",0.713866658045835,-0.00458894666069152,0.154332630586733,0.0248729555650471,4.62550696720387,-0.184495431139682,0.00169796313512677,0.858215913663386,0.0042,-0.1202,0.034,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"grpE","Stress","Heat shock",504
"Sdmt_B",0.462216392127036,0.023350397223685,0.171646982100306,0.027663415976416,2.69283145250365,0.844089437240577,0.0273762957242847,0.423140295123951,0.0818,-0.033,0.7125,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"grpE","Stress","Heat shock",504
"Sdmt_C",0.577958011360716,-0.00758875754936027,0.150317234311543,0.0242258158594051,3.84492180160031,-0.313250855756592,0.00491277282466291,0.762101268008243,0.0121,-0.1114,0.0981,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"grpE","Stress","Heat shock",504
"SphoSpen_1",0.300882030038509,0.0387420810438832,0.249572242476121,0.0402222088341137,1.20559092250533,0.963201230535725,0.262420529591765,0.363653852504013,0.1039,-0.0081,0.9278,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","grpE","Stress","Heat shock",504
"SphoTest_1",0.635034268563567,0.00981151371124837,0.275823701479848,0.0436115564667338,2.30231943504668,0.224975087021543,0.0548034687576904,0.82842513513826,0.0072,-0.1347,0.0506,1,7,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","grpE","Stress","Heat shock",504
"SphoTest_2",0.337447022479681,0.0521374634156171,0.215695664476285,0.0347625039351408,1.56445899503363,1.49981898636802,0.15633985915042,0.172049192055683,0.2195,0.1219,2.2495,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","grpE","Stress","Heat shock",504
"SphoTest_3",0.571920378707675,0.00904789087933769,0.157441676317248,0.0253740236542179,3.63258567925334,0.356580848297337,0.00666005056918901,0.730627531726974,0.0156,-0.1074,0.1271,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","grpE","Stress","Heat shock",504
"SynoFoet_2",0.552119841208026,0.00759170483862766,0.133386349828866,0.0214971567559246,4.13925294392111,0.353149252471976,0.00325672744440305,0.733101392706401,0.0154,-0.1077,0.1247,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","grpE","Stress","Heat shock",504
"SynoFoet_3",0.387500213471572,0.0238765715257686,0.167129118425755,0.0269352963169582,2.31856792593394,0.886441761946987,0.0490289142109727,0.401240457639533,0.0894,-0.0244,0.7858,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","grpE","Stress","Heat shock",504
"UrobJama_1",0.520507913441234,0.0199477573880323,0.182917932998878,0.0294798941885104,2.8455816491455,0.676656342810307,0.0216254968792739,0.517706531951165,0.0541,-0.0641,0.4579,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","grpE","Stress","Heat shock",504
"Wtr_A",0.634213514942588,0.0100487186153314,0.170138232782252,0.0274202590069268,3.72763666679361,0.366470594343871,0.00580740023366391,0.723516778352541,0.0165,-0.1064,0.1343,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"grpE","Stress","Heat shock",504
"Wtr_B",0.589165903925535,0.00396690060529115,0.124555496046535,0.0200739358019741,4.73014778653699,0.197614490970975,0.00148264424694193,0.848275472656992,0.0049,-0.1195,0.0391,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"grpE","Stress","Heat shock",504
"Wtr_C",0.588227499912369,-0.00595935323069069,0.20772816975335,0.0334784258924424,2.83171753070762,-0.178005777506881,0.0220917329573942,0.863143279646935,0.0039,-0.1206,0.0317,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"grpE","Stress","Heat shock",504
"AcanQuad_1",0.857219610103976,-0.0285547221879331,0.166390327689561,0.0268162294087913,5.15185961832657,-1.06482987420192,0.0008723294142985,0.318033366816882,0.1241,0.0147,1.1339,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"ArioFeli_2",0.641283027696981,0.00284266220438934,0.140545041671656,0.0226508844117848,4.5628292543764,0.125498949741245,0.00184304982684677,0.903225061691015,0.002,-0.1228,0.0157,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","gyrB","Other","Phylogenetic marker",1984
"ChaeFabe_1",0.912168724191943,-0.0361914468859144,0.0863652783760588,0.0139190249219746,10.5617528403035,-2.60014240141042,5.63611169979515e-06,0.0316108150028063,0.458,0.3903,6.7607,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","gyrB","Other","Phylogenetic marker",1984
"ChilShoe_1",0.712230080596971,-0.00182935683424844,0.0867862819198241,0.013986875786675,8.20671268363532,-0.130790954473996,3.63256949736488e-05,0.899169833294793,0.0021,-0.1226,0.0171,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"ChilShoe_2",0.581907812686846,0.0113469344762919,0.128305643501934,0.0206783267895824,4.53532515643457,0.548735620234441,0.001910918321498,0.598163451377002,0.0363,-0.0842,0.3011,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"GimnMicr_1",0.688655208519292,-0.000158041567734046,0.119966714700578,0.0193343867248814,5.74038565812265,-0.00817411847517574,0.000433753723041211,0.993678231976117,0,-0.125,1e-04,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","gyrB","Other","Phylogenetic marker",1984
"GimnMicr_2",0.806697955905143,-0.0204294598987058,0.14115552498042,0.0227492727056562,5.714958419212,-0.898026946313162,0.000446617202818668,0.395393779259976,0.0916,-0.022,0.8065,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","gyrB","Other","Phylogenetic marker",1984
"HaemBona",0.539090902174519,0.0180945793721479,0.101022898858086,0.0162813143584518,5.33632382626258,1.11137092336497,0.000697208177168193,0.298690324600895,0.1337,0.0255,1.2351,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","gyrB","Other","Phylogenetic marker",1984
"OpsaBeta_1",0.810214106786357,-0.0206007863323278,0.111501099542442,0.0179700293050759,7.26642257440659,-1.14639692471224,8.66606842003668e-05,0.28476107156696,0.1411,0.0337,1.3142,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","gyrB","Other","Phylogenetic marker",1984
"OrthChry_2",0.780075313940503,-0.0173089580417794,0.0705135776533731,0.011364292029735,11.0627674825288,-1.52310042688889,3.97426675952357e-06,0.166234804970652,0.2248,0.1279,2.3198,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","gyrB","Other","Phylogenetic marker",1984
"PrioPunc_1",0.74478347423138,-0.000302815304791781,0.128455625003898,0.0207024984972748,5.79798256564303,-0.0146269932023733,0.000406095992028224,0.988687965883296,0,-0.125,2e-04,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","gyrB","Other","Phylogenetic marker",1984
"Sdmt_A",0.664669738232667,1.30434775489582e-05,0.0955966395401129,0.0154067934850159,6.95285672624263,0.000846605593931259,0.000118079479665966,0.999345236979366,0,-0.125,0,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"gyrB","Other","Phylogenetic marker",1984
"Sdmt_B",0.635827164383355,0.00675074885157233,0.0659255512964842,0.010624864630148,9.64462415374999,0.635372692882797,1.11135473589931e-05,0.54292770398129,0.048,-0.071,0.4037,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"gyrB","Other","Phylogenetic marker",1984
"Sdmt_C",0.716153285075581,-0.0124228151326063,0.141346161992685,0.0227799966421114,5.06666240511463,-0.545338760482577,0.000969009097117879,0.60039040283605,0.0358,-0.0847,0.2974,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"gyrB","Other","Phylogenetic marker",1984
"SphoSpen_1",0.700981523884068,-0.0035365213476244,0.0565691972746016,0.00911695164407119,12.3915762933902,-0.38790612100309,1.67790225324856e-06,0.708203092204117,0.0185,-0.1042,0.1505,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"SphoTest_1",0.643407045476446,0.00726558949724475,0.0940951821087041,0.0151648117094688,6.8378319809525,0.479108454258498,0.000132617194313798,0.644683588937081,0.0279,-0.0936,0.2295,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"SphoTest_2",0.793322107555023,-0.0229287775692435,0.0928420043028894,0.0149628438186823,8.54486192442458,-1.53238099970108,2.70945769584698e-05,0.163966620766622,0.2269,0.1303,2.3482,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"SphoTest_3",0.730768862044702,-0.00782195574713728,0.121831561713153,0.0196349340343069,5.99819005657387,-0.398369341779834,0.000324046229782798,0.700778545823548,0.0195,-0.1031,0.1587,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","gyrB","Other","Phylogenetic marker",1984
"SynoFoet_2",0.748181694944228,-0.00855806857151161,0.112099195705439,0.0180664212296436,6.6742824534639,-0.473700267625191,0.000156815201572807,0.648371511352817,0.0273,-0.0943,0.2244,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","gyrB","Other","Phylogenetic marker",1984
