"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"Sdmt_A",0.547236817535211,0.0603109540841083,0.651753426411348,0.19651105193045,0.839637806813505,0.30690871323336,0.462750952104978,0.778982657676678,0.0304,-0.2927,0.0942,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Sdmt_B",0.653505553290419,-0.0532874509816026,0.14835996540294,0.0447322126501509,4.40486455706243,-1.19125453056306,0.0216989658354815,0.319211028443579,0.3211,0.0948,1.4191,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Sdmt_C",0.988617197153568,-0.161880584307488,0.235977524880047,0.0711499008167157,4.18945489684284,-2.27520463766348,0.0247965493209669,0.107408544259843,0.6331,0.5108,5.1766,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"gdh","Nitrogen","Ammonia assimilation",132
"SphoSpen_1",0.956305233273045,-0.171682326517816,0.204767238694637,0.0617396454642958,4.67020622717463,-2.78074688033478,0.0185375220368178,0.0689477785445468,0.7205,0.6273,7.7326,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SphoTest_1",1.07976216437009,-0.158023944341562,0.135425062371364,0.0368580334660476,7.9731339640011,-4.28736775897523,0.0153687753174011,0.0503306349739204,0.9019,0.8528,18.3815,1,2,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SphoTest_2",0.768591334590344,-0.114592467605246,0.205397863276499,0.0619297859298969,3.74196363258022,-1.85036111274407,0.0332995795885148,0.161366766634285,0.533,0.3773,3.4238,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SphoTest_3",0.444931854474483,0.0299384664917854,0.270717912934815,0.0866991192004366,1.64352572628475,0.345314540307748,0.241993004282323,0.762794597538764,0.0563,-0.4156,0.1192,1,2,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","gdh","Nitrogen","Ammonia assimilation",132
"SynoFoet_2",0.979140164495907,-0.133764906562205,0.206741907926959,0.0662104000609706,4.73605073259666,-2.02030053343623,0.0418068910247974,0.180768686990063,0.6711,0.5067,4.0816,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","gdh","Nitrogen","Ammonia assimilation",132
"SynoFoet_3",0.237393243456593,0.0393201821169083,0.148530657032228,0.0475678797880546,1.59827774413657,0.826612039302674,0.251085408518674,0.495375740028149,0.2546,-0.118,0.6833,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","gdh","Nitrogen","Ammonia assimilation",132
"UrobJama_1",0.706697711412738,-0.0785339630983721,0.384781262591518,0.116015915852298,1.83662194633153,-0.67692404547627,0.163587037689727,0.546977129965487,0.1325,-0.1567,0.4582,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","gdh","Nitrogen","Ammonia assimilation",132
"Wtr_A",0.0720934578737897,0.106502127997306,0.226464569395527,0.0616358488709059,0.318343209563507,1.72792506225347,0.780392494509568,0.226142951233565,0.5989,0.3983,2.9857,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Wtr_B",0.810811695187512,-0.0975558674596346,0.0641769813322801,0.0179731497625258,12.6339955285445,-5.42786705439018,0.00620669717293991,0.0323064913927218,0.9364,0.9046,29.4617,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"gdh","Nitrogen","Ammonia assimilation",132
"Wtr_C",0.697086598415041,-0.0737297299001937,0.306170692558721,0.0923139371836851,2.27679074241028,-0.798684707310092,0.107251724873964,0.48285609895197,0.1753,-0.0995,0.6379,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"gdh","Nitrogen","Ammonia assimilation",132
"AcanQuad_1",1.15585247396607,-0.0561954918621919,0.123691078711516,0.0372942634545833,9.34467130537246,-1.50681329128879,0.00259512322067863,0.228954793379815,0.4308,0.2411,2.2705,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"ArioFeli_2",1.06364074856375,-0.0219661681341461,0.183588655554787,0.0553540623855478,5.79360824528907,-0.396830281057766,0.0102305853558445,0.71803692941644,0.0499,-0.2668,0.1575,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","glnA","Nitrogen","Nitrogen fixation",1253
"ChaeFabe_1",0.925504831859364,-0.00286346444469856,0.0559379625905278,0.0168659303136107,16.5452009511709,-0.169778031300637,0.00048058753815967,0.875987868937567,0.0095,-0.3206,0.0288,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","glnA","Nitrogen","Nitrogen fixation",1253
"ChilShoe_1",0.760827944859307,0.046175473986327,0.156897119508903,0.0473062614635073,4.84921550657363,0.976096452304678,0.0167365071415653,0.401004850174957,0.241,-0.012,0.9528,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"ChilShoe_2",0.936026827539371,0.0110120803239926,0.0640358055586339,0.0193075218351039,14.6172413913386,0.570351825472029,0.000694392628852206,0.608358509365254,0.0978,-0.2029,0.3253,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"GimnMicr_1",0.901558015458633,0.0136863192232732,0.0447127559274876,0.0134814031594742,20.1633291609384,1.01519990622452,0.000266656242974365,0.384764752499321,0.2557,0.0076,1.0306,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","glnA","Nitrogen","Nitrogen fixation",1253
"GimnMicr_2",1.19581253718649,-0.0650233380492946,0.264877926729446,0.0798636998371658,4.51457979889706,-0.814178884547933,0.0203129726365248,0.475163093154902,0.181,-0.092,0.6629,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","glnA","Nitrogen","Nitrogen fixation",1253
"HaemBona",0.842707451540071,0.0370549960099441,0.280882264639588,0.0846891892795294,3.00021595390291,0.437541040659139,0.057658964891444,0.691303788090996,0.06,-0.2534,0.1914,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","glnA","Nitrogen","Nitrogen fixation",1253
"OpsaBeta_1",1.02774026169643,-0.00889436950032836,0.0985878797771977,0.0297253641906938,10.4246106521314,-0.29921818428428,0.00188403198281474,0.784305099917982,0.029,-0.2947,0.0895,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","glnA","Nitrogen","Nitrogen fixation",1253
"OrthChry_2",1.06781033340477,-0.0345900073899644,0.12619038231654,0.0380478318450419,8.46189950297677,-0.909119014477349,0.0034645926552148,0.430312783001946,0.216,-0.0453,0.8265,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","glnA","Nitrogen","Nitrogen fixation",1253
"PrioPunc_1",1.06937890516235,-0.0427671170428576,0.272575613165195,0.0821846396245462,3.92323763943715,-0.52037847021336,0.0294619333581626,0.6387642783678,0.0828,-0.2229,0.2708,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","glnA","Nitrogen","Nitrogen fixation",1253
"Sdmt_A",0.99360677695275,-0.0300429562194659,0.191291966498735,0.0576766980259582,5.19418977774647,-0.520885509186823,0.0138612703083099,0.638450764367959,0.0829,-0.2227,0.2713,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Sdmt_B",1.26031345070481,-0.10823377075199,0.0664853319744938,0.0200460818383286,18.9562631828071,-5.39924817352809,0.000320537368108716,0.0124531710815953,0.9067,0.8756,29.1519,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Sdmt_C",0.971034693069281,-0.00966881421073103,0.126770527793331,0.0382227522877999,7.65978267955406,-0.252959654446892,0.00462163754614107,0.816642473581717,0.0209,-0.3055,0.064,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"SphoSpen_1",0.837093966221596,0.0204777490774064,0.236308588674349,0.0712497203064768,3.54237639400899,0.287408132822452,0.0382986047876594,0.792509371817551,0.0268,-0.2976,0.0826,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SphoTest_1",1.04398896581503,-0.0223759318317893,0.0926115530403133,0.0279234338806198,11.2727724732203,-0.80133166742502,0.00149695928689341,0.481534397057682,0.1763,-0.0983,0.6421,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SphoTest_2",0.961003208329995,-0.00726632671565131,0.0875126891942785,0.0263860685865828,10.981301308163,-0.275384970360692,0.00161693951305131,0.800898881008864,0.0247,-0.3005,0.0758,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SphoTest_3",1.30078206949844,-0.0891645603042269,0.186491808530765,0.0562293959428499,6.97500914247314,-1.58572858216104,0.00604781517262369,0.210984267240808,0.456,0.2746,2.5145,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","glnA","Nitrogen","Nitrogen fixation",1253
"SynoFoet_2",1.01853976020775,-0.0241095132645197,0.0812175377365471,0.0244880090062416,12.5408845009766,-0.984543629430006,0.00109303366370891,0.397442894536222,0.2442,-0.0077,0.9693,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","glnA","Nitrogen","Nitrogen fixation",1253
"SynoFoet_3",0.923298591034297,0.0286767598633401,0.136019448500956,0.0410114068062491,6.78798952068835,0.69923862887265,0.00653604783149917,0.534740683677454,0.1401,-0.1465,0.4889,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","glnA","Nitrogen","Nitrogen fixation",1253
"UrobJama_1",0.824949405118334,0.0301404043783213,0.104824063652424,0.0316056443759476,7.86984759390458,0.953639926457524,0.00427451644921565,0.410619619788659,0.2326,-0.0232,0.9094,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","glnA","Nitrogen","Nitrogen fixation",1253
"Wtr_A",0.857167499513855,0.0354011299238818,0.22320577763593,0.0672990741325347,3.84025677378287,0.526026997847919,0.0311440732140081,0.635277388381987,0.0844,-0.2207,0.2767,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Wtr_B",0.910249996009278,0.00927213289979616,0.0642137166441526,0.019361164045714,14.1753202209666,0.478903689773175,0.000760581237614351,0.664746998431533,0.071,-0.2386,0.2293,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"Wtr_C",0.888059262241248,0.0148393115409066,0.0768187875871081,0.0231617359342226,11.5604436119776,0.640682183021559,0.00138985844975275,0.567309583365048,0.1204,-0.1729,0.4105,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"glnA","Nitrogen","Nitrogen fixation",1253
"AcanQuad_1",0.704514395032141,0.292422925545722,0.475762408040891,0.143447763347964,1.48081139477415,2.0385324854204,0.235240632347848,0.134236125329563,0.5807,0.441,4.1556,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"ArioFeli_2",1.63545515765173,-0.078632997550889,0.63515527265479,0.191506520273802,2.57489031117688,-0.41060219484154,0.0821433412780465,0.708929652576021,0.0532,-0.2624,0.1686,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","glx","Carbon cycling","Carbohydrate degradation",104
"ChaeFabe_1",1.19045103464392,0.0586446008169067,0.931619339112918,0.280893799570583,1.27782988680491,0.208778552273349,0.291218292027586,0.84799322917903,0.0143,-0.3142,0.0436,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","glx","Carbon cycling","Carbohydrate degradation",104
"ChilShoe_1",1.60940018477363,0.0325768724823663,0.946803023674596,0.28547185271842,1.69982577635574,0.114115882781967,0.187723870164043,0.916354636326969,0.0043,-0.3276,0.013,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"ChilShoe_2",0.707596751075012,0.353798375537506,0.338736155419765,0.102132793677716,2.08893187146838,3.46410161513776,0.127907219662102,0.040519326353834,0.8,0.7333,12,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"GimnMicr_1",0.40001490476898,0.227834095912775,0.434950824371586,0.131142607881484,0.919678461000548,1.73730032971948,0.425565465360065,0.180728294105128,0.5015,0.3354,3.0182,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","glx","Carbon cycling","Carbohydrate degradation",104
"GimnMicr_2",1.93691957533815,-0.0750749910071716,0.86651854946119,0.261265172949617,2.23528922322846,-0.287351697739099,0.111447692846023,0.79254866438665,0.0268,-0.2976,0.0826,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","glx","Carbon cycling","Carbohydrate degradation",104
"HaemBona",0.628896153542359,0.347474795239285,0.693537656689716,0.209109471383828,0.906794530154434,1.66168845887178,0.431364249225441,0.195160789598853,0.4793,0.3057,2.7612,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","glx","Carbon cycling","Carbohydrate degradation",104
"OpsaBeta_1",1.16642299750146,0.136506240657566,0.820145072721616,0.247283043625122,1.4222154546765,0.55202426602492,0.250107452771506,0.619392795200113,0.0922,-0.2104,0.3047,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","glx","Carbon cycling","Carbohydrate degradation",104
"OrthChry_2",1.27161557551845,0.0774959701024666,0.586464403223783,0.176825670762998,2.16827409903893,0.438261988590646,0.118648420204706,0.690835583083927,0.0602,-0.2531,0.1921,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","glx","Carbon cycling","Carbohydrate degradation",104
"PrioPunc_1",1.93047966483588,0.0352132852731784,0.590529604203767,0.178051374976452,3.26906500722994,0.197770364187502,0.0468100356837003,0.855866964522181,0.0129,-0.3162,0.0391,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","glx","Carbon cycling","Carbohydrate degradation",104
"Sdmt_A",1.38757693639295,-0.0516764612164709,0.769083538531974,0.2318874117954,1.80419534013373,-0.222851515812623,0.168968814797085,0.837962113939876,0.0163,-0.3116,0.0497,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Sdmt_B",1.05277847171927,0.0218497804221689,0.467913473898852,0.141081220661295,2.24994262923673,0.154873769306444,0.109943935646743,0.886753989082024,0.0079,-0.3228,0.024,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Sdmt_C",2.03179121159467,-0.20603234589224,0.659992116325805,0.198995110404117,3.07850830538053,-1.03536386132218,0.054199267547734,0.376636376798316,0.2633,0.0177,1.072,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"SphoSpen_1",1.68052292481268,-0.000196156282624158,0.631336310736716,0.190355059930992,2.6618505798465,-0.00103047579977789,0.0762181860264147,0.999242492066151,0,-0.3333,0,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SphoTest_1",1.53807874626544,-0.000208926172035288,0.973333822665226,0.293471189594807,1.58021709556317,-0.000711913739552256,0.212187141163997,0.999476668571391,0,-0.3333,0,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SphoTest_2",0.767346464697987,0.186155977399512,0.515946043575939,0.155563585328159,1.48726106974216,1.19665522626532,0.233664004016097,0.317386662659039,0.3231,0.0975,1.432,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SphoTest_3",1.77439966064561,-0.0338301212976318,0.490092118599033,0.147768333645759,3.62054314547614,-0.228940263877724,0.0362335441665718,0.833634718768523,0.0172,-0.3104,0.0524,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","glx","Carbon cycling","Carbohydrate degradation",104
"SynoFoet_2",1.75406746828014,-0.11422122099243,0.434028087807104,0.130864392339236,4.0413685601373,-0.872821238464456,0.0272633293167572,0.446997667884207,0.2025,-0.0633,0.7618,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","glx","Carbon cycling","Carbohydrate degradation",104
"SynoFoet_3",1.37553904552915,0.0286737068815621,0.348460765289176,0.105064873874936,3.94747180328216,0.272914303553953,0.0289928007421921,0.802627388169486,0.0242,-0.301,0.0745,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","glx","Carbon cycling","Carbohydrate degradation",104
"UrobJama_1",1.69534823253766,0.0326868430130939,0.923168422578228,0.278345752363295,1.83644521527598,0.117432519575263,0.163615827361765,0.913938201794986,0.0046,-0.3272,0.0138,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","glx","Carbon cycling","Carbohydrate degradation",104
"Wtr_A",2.10358447744061,-0.249144414031308,0.725654805811416,0.218793156199516,2.89887762141728,-1.13872123954423,0.0625593120004298,0.337519499889852,0.3018,0.069,1.2967,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Wtr_B",0.912195226707801,0.136537916471193,0.420026586097049,0.126642780732529,2.1717559242715,1.07813422669203,0.118260799374369,0.359938825337395,0.2793,0.039,1.1624,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"Wtr_C",1.14035704158442,0.0688029028310506,0.525625728533586,0.158482120154828,2.16952287469991,0.434136688503625,0.118509223063826,0.693517173569763,0.0591,-0.2545,0.1885,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"glx","Carbon cycling","Carbohydrate degradation",104
"AcanQuad_1",0.283925436014523,0.141477024794428,0.375445151263389,0.110712735062291,0.756236790005418,1.27787489591715,0.528446186012719,0.329563305259737,0.4495,0.1742,1.633,1,2,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","groEL","Stress","Heat shock",129
"ArioFeli_2",0.10531111609713,0.145955450111758,0.26304350079024,0.0793105996057074,0.400356274839532,1.84030193741284,0.715699125821825,0.162988893899998,0.5303,0.3737,3.3867,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","groEL","Stress","Heat shock",129
"ChaeFabe_1",0.239937334314477,0.143506948065326,0.485675415121255,0.146436647441573,0.494028165404612,0.979993400371887,0.65519535239779,0.399357906963621,0.2425,-0.01,0.9604,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","groEL","Stress","Heat shock",129
"ChilShoe_1",0.476547990786934,0.0528925734916287,0.616527429834949,0.185890014338608,0.772955050701492,0.284536927278311,0.495863967462454,0.794509476727364,0.0263,-0.2983,0.081,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","groEL","Stress","Heat shock",129
"ChilShoe_2",0.677427897347008,0.0356540998603688,0.354753814424118,0.106962299581106,1.9095718489925,0.333333333333333,0.15219009961468,0.760820375514511,0.0357,-0.2857,0.1111,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","groEL","Stress","Heat shock",129
"GimnMicr_1",0.78326426981206,-0.000368856623747441,0.373796826627934,0.11270398379549,2.09542782071742,-0.00327279135417929,0.127117540596508,0.997594159803523,0,-0.3333,0,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","groEL","Stress","Heat shock",129
"GimnMicr_2",0.901233170257995,-0.0604211601172476,0.69873028778454,0.210675108567124,1.28981552111549,-0.286797811702546,0.287548125281955,0.792934347888693,0.0267,-0.2978,0.0823,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","groEL","Stress","Heat shock",129
